tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
tt6464512,tvMovie,A summer in Cyprus,Ein Sommer auf Zypern,2017,90,a summer in cyprus,5.3,85,01/01/24 22:30,11/01/24
tt6536668,movie,Summer of '67,Summer of '67,2018,83,summer of 67,4.9,199,01/01/24 22:30,11/01/24
tt6666116,movie,Summertime Dropouts,Summertime Dropouts,2021,92,summertime dropouts,5.3,84,01/01/24 22:30,11/01/24
tt6715992,movie,Scream for Summer,Scream for Summer,2017,112,scream for summer,4.2,62,01/01/24 22:30,11/01/24
tt6742246,tvMovie,A Midsummer Night's Dream,Sen noci svatojánské,1973,75,a midsummer nights dream,6.2,21,01/01/24 22:30,11/01/24
tt6807046,tvMovie,"An American Girl Story: Summer Camp, Friends for Life","An American Girl Story: Summer Camp, Friends for Life",2017,32,an american girl story summer camp friends for life,6.4,94,01/01/24 22:30,11/01/24
tt6839560,movie,The Rite of Summer,Le sacre de l'été,2018,80,the rite of summer,9.1,14,01/01/24 22:30,11/01/24
tt6841122,movie,Summerland,Summerland,2020,99,summerland,7,9472,01/01/24 22:30,11/01/24
tt6851430,movie,My Extraordinary Summer with Tess,Mijn bijzonder rare week met Tess,2019,82,my extraordinary summer with tess,7,1123,01/01/24 22:30,11/01/24
tt6917656,tvMovie,Nickelodeon's Sizzling Summer Camp Special,Nickelodeon's Sizzling Summer Camp Special,2017,60,nickelodeons sizzling summer camp special,6.9,114,01/01/24 22:30,11/01/24
tt6926116,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2022,NA,a midsummer nights dream,7.4,22,01/01/24 22:30,11/01/24
tt6929278,movie,Shashin Koshien Summer in 0.5 Seconds,Shashin kôshien 0.5 byô no natsu,2017,117,shashin koshien summer in 05 seconds,7.5,13,01/01/24 22:30,11/01/24
tt6982508,movie,The Long Summer of Theory,Der lange Sommer der Theorie,2017,82,the long summer of theory,6.2,103,01/01/24 22:30,11/01/24
tt7026270,movie,"Summer Days, Summer Nights",Summertime,2018,124,summer days summer nights,6.2,1005,01/01/24 22:30,11/01/24
tt7028250,movie,Before Summer Ends,Avant la fin de l'été,2017,80,before summer ends,6.5,308,01/01/24 22:30,11/01/24
tt7042586,tvMovie,Summer in the Vineyard,Summer in the Vineyard,2017,82,summer in the vineyard,6.2,1428,01/01/24 22:30,11/01/24
tt7057306,movie,That Summer,Den sommaren,2017,80,that summer,6.5,513,01/01/24 22:30,11/01/24
tt7085058,movie,Summer Blooms,Shigatsu no nagai yume,2017,93,summer blooms,6.6,204,01/01/24 22:30,11/01/24
tt7123254,movie,Summer Palace,Summer Palace,2000,114,summer palace,3.3,24,01/01/24 22:30,11/01/24
tt7149192,tvMovie,The Summer of Love,The Summer of Love,2017,NA,the summer of love,6.3,36,01/01/24 22:30,11/01/24
tt7216918,movie,The Summer House,Les estivants,2018,127,the summer house,5.3,647,01/01/24 22:30,11/01/24
tt7227024,video,Sakura Wars: The Gorgeous Blooming Cherry Blossoms Act 4: A Midsummer Night's Dream,Sakura Taisen Ôka Kenran: Dai Shi-maku: Manatsu no Yume no Yoru,1998,30,sakura wars the gorgeous blooming cherry blossoms act 4 a midsummer nights dream,7,15,01/01/24 22:30,11/01/24
tt7284204,movie,Summer '03,Summer '03,2018,95,summer 03,5.5,3956,01/01/24 22:30,11/01/24
tt7300458,video,SummerSlam's Greatest Hits,SummerSlam's Greatest Hits,1992,60,summerslams greatest hits,6,10,01/01/24 22:30,11/01/24
tt7343740,movie,Days of the Bagnold Summer,Days of the Bagnold Summer,2019,86,days of the bagnold summer,6.5,2631,01/01/24 22:30,11/01/24
tt7346310,video,RiffTrax Live: Summer Shorts Beach Party,RiffTrax Live: Summer Shorts Beach Party,2017,118,rifftrax live summer shorts beach party,7.4,161,01/01/24 22:30,11/01/24
tt7406704,movie,Last Summer,Last Summer,2018,97,last summer,6.2,374,01/01/24 22:30,11/01/24
tt7428820,movie,Summer Night,Summer Night,2019,98,summer night,4.8,1130,01/01/24 22:30,11/01/24
tt7476812,movie,One Summer Afternoon,One Summer Afternoon,2019,78,one summer afternoon,4.9,43,01/01/24 22:30,11/01/24
tt7481324,movie,Summer Holidays,Ta'tilat-e tabestani,1996,NA,summer holidays,5.1,18,01/01/24 22:30,11/01/24
tt7502220,tvMovie,Alaskan Summer,Alaskan Summer,2017,60,alaskan summer,7.2,32,01/01/24 22:30,11/01/24
tt7543058,movie,Best Summer Ever,Best Summer Ever,2020,72,best summer ever,5.2,174,01/01/24 22:30,11/01/24
tt7556356,movie,Summer in the Shade,Summer in the Shade,2020,84,summer in the shade,6.4,62,01/01/24 22:30,11/01/24
tt7591430,movie,Summer Survivors,Ishgyventi vasara,2018,91,summer survivors,7.5,1642,01/01/24 22:30,11/01/24
tt7612992,movie,A Long Hot Summer in Palestine,A Long Hot Summer in Palestine,2018,74,a long hot summer in palestine,8.1,12,01/01/24 22:30,11/01/24
tt7679126,movie,The Best Summer of My Life,El mejor verano de mi vida,2018,91,the best summer of my life,5.8,1650,01/01/24 22:30,11/01/24
tt7905318,movie,Summer Knight,Xia ye qi shi,2019,99,summer knight,6.5,34,01/01/24 22:30,11/01/24
tt7946114,movie,Summer of My Discontent,Summer of My Discontent,2018,75,summer of my discontent,6.5,11,01/01/24 22:30,11/01/24
tt7957694,movie,The Last Summer,The Last Summer,2019,109,the last summer,5.5,14433,01/01/24 22:30,11/01/24
tt8045100,movie,One Summer When You Went Away,One Summer When You Went Away,2021,90,one summer when you went away,8.2,37,01/01/24 22:30,11/01/24
tt8209898,movie,50 Summers,50 Summers,2018,98,50 summers,6.7,56,01/01/24 22:30,11/01/24
tt8312392,tvMovie,A Summer to Remember,A Summer to Remember,2018,82,a summer to remember,6.4,1394,01/01/24 22:30,11/01/24
tt8380458,movie,Our Last Summer,Our Last Summer,2018,100,our last summer,7.6,20,01/01/24 22:30,11/01/24
tt8396742,video,1982: One Amazing Summer!,1982: One Amazing Summer!,2017,28,1982 one amazing summer,6.9,10,01/01/24 22:30,11/01/24
tt8400416,movie,Summer in Closed Eyes,Nham Mat Thay Mua He,2018,98,summer in closed eyes,6.6,238,01/01/24 22:30,11/01/24
tt8414124,movie,Between Summer and Fall,Zwischen Sommer und Herbst,2018,102,between summer and fall,6.9,354,01/01/24 22:30,11/01/24
tt8510070,movie,Summerland,Summerland,2020,80,summerland,6.5,97,01/01/24 22:30,11/01/24
tt8536058,tvMovie,A Summer in Oxford,Ein Sommer in Oxford,2018,90,a summer in oxford,5.7,44,01/01/24 22:30,11/01/24
tt8571578,movie,Blue Summer,Ao-Natsu: Kimi ni Koi Shita 30-Nichi,2018,113,blue summer,6,120,01/01/24 22:30,11/01/24
tt8628960,movie,Summerhouse,Ljetnikovac,2018,73,summerhouse,6.8,45,01/01/24 22:30,11/01/24
tt8660578,video,One Crazy Summer: A Look Back at Gravity Falls,One Crazy Summer: A Look Back at Gravity Falls,2018,105,one crazy summer a look back at gravity falls,8.9,75,01/01/24 22:30,11/01/24
tt8723762,tvMovie,Endless Summer: 30 Years of Home and Away,Endless Summer: 30 Years of Home and Away,2018,47,endless summer 30 years of home and away,9.2,11,01/01/24 22:30,11/01/24
tt8730658,movie,"Summer Soul, Sunshine Patriot, and the American Message","Summer Soul, Sunshine Patriot, and the American Message",2008,NA,summer soul sunshine patriot and the american message,9,16,01/01/24 22:30,11/01/24
tt8774112,video,'Hocus Pocus' 25th Anniversary Panel at Midsummer,'Hocus Pocus' 25th Anniversary Panel at Midsummer,2018,80,hocus pocus 25th anniversary panel at midsummer,7.8,16,01/01/24 22:30,11/01/24
tt8869128,movie,Summer Camp,Summer Camp,2018,128,summer camp,7.9,16,01/01/24 22:30,11/01/24
tt8998220,movie,Zulu Summer,Zulu Summer,2019,78,zulu summer,8,52,01/01/24 22:30,11/01/24
tt9013026,movie,This Guest of Summer,This Guest of Summer,NA,NA,this guest of summer,7.9,179,01/01/24 22:30,11/01/24
tt9037708,movie,The Girls of Summer,The Girls of Summer,2020,94,the girls of summer,5.9,101,01/01/24 22:30,11/01/24
tt9174108,movie,60 Days of Summer,60 Days of Summer,2018,94,60 days of summer,6.2,40,01/01/24 22:30,11/01/24
tt9174120,movie,Passing Summer,Passing Summer,2018,93,passing summer,6,40,01/01/24 22:30,11/01/24
tt9185542,movie,An Almost Ordinary Summer,Croce e delizia,2019,100,an almost ordinary summer,6.2,999,01/01/24 22:30,11/01/24
tt9265856,movie,Nineteen Summers,Nineteen Summers,2019,118,nineteen summers,4.3,306,01/01/24 22:30,11/01/24
tt9272590,tvMovie,The Summer After Graduation,Sommer nach dem Abi,2019,88,the summer after graduation,5.8,235,01/01/24 22:30,11/01/24
tt9315684,movie,Summerlight... and Then Comes the Night,Summerlight... and Then Comes the Night,2022,111,summerlight and then comes the night,6.9,147,01/01/24 22:30,11/01/24
tt9320170,movie,The Beautiful Summer,La bella estate,2023,111,the beautiful summer,5.4,443,01/01/24 22:30,11/01/24
tt9382076,movie,Summer Love,Summer Love,2019,NA,summer love,7.5,17,01/01/24 22:30,11/01/24
tt9430712,movie,Let the Summer Never Come Again,Lass den Sommer nie wieder kommen,2017,202,let the summer never come again,6.2,98,01/01/24 22:30,11/01/24
tt9530420,movie,Goodbye Summer,Goodbye Summer,2019,67,goodbye summer,5.6,79,01/01/24 22:30,11/01/24
tt9716208,movie,Summer of Mesa,Summer of Mesa,2020,76,summer of mesa,5.5,114,01/01/24 22:30,11/01/24
tt9842874,movie,Nothing Left - Just That Summer,Ein wilder Sommer - Die Wachausaga,2018,154,nothing left  just that summer,4.4,15,01/01/24 22:30,11/01/24
